6302487277,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302492696,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
6302492823,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302494664,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302494729,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302498678,"['Movies & TV', 'Art House & International', 'By Country', 'Mexico']"
6302499879,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302509963,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302517117,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302529840,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302530105,"['Movies & TV', 'Genre for Featured Categories', 'Science Fiction']"
6302533341,"['Movies & TV', 'Art House & International', 'By Country', 'Sweden']"
6302540305,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
6302540402,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302541662,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
6302543967,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302548403,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302562112,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302574390,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302590396,"['Movies & TV', 'Art House & International', 'By Country', 'Germany', 'Drama']"
630260513X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302605156,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302617529,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302622921,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
6302633338,"['Movies & TV', 'Art House & International', 'By Genre', 'Mystery & Suspense']"
6302641772,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302642329,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
6302642531,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
6302648696,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Action & Adventure']"
6302658608,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302676673,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302676851,"['Movies & TV', 'Genre for Featured Categories', 'Science Fiction']"
6302678781,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
630267879X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
630268255X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302682606,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302689309,"['Movies & TV', 'Genre for Featured Categories', 'Westerns']"
6302700973,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302703646,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302703697,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302707722,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302719089,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
6302779529,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
6302782082,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
6302782090,"['Movies & TV', 'Boxed Sets', 'Documentary']"
630278753X,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302787548,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
6302801281,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
6302805422,"['Movies & TV', 'Science Fiction & Fantasy']"
6302875021,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630294662X,"['Movies & TV', 'Classics', 'Silent Films', 'Comedy']"
630299604X,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
630300198X,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
630301836X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
630301979X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630301982X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630303893X,"['Movies & TV', 'Cult Movies', 'Action & Adventure']"
630310181X,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
630311556X,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
630312917X,"['Movies & TV', 'Genre for Featured Categories', 'Horror']"
630333234X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630333458X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630339244X,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
630344427X,"['Movies & TV', 'Art House & International', 'By Country', 'France', 'Drama']"
630348266X,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
630349451X,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
630352267X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630359333X,"['Movies & TV', 'Art House & International', 'By Country', 'France', 'Classics']"
630366704X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
630366833X,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
630381834X,"['Movies & TV', 'Art House & International', 'By Country', 'Japan', 'Comedy']"
630392784X,"['Movies & TV', 'Studio Specials', 'Warner Home Video', 'Warner Video Bargains', 'Action & Adventure']"
